accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,model,regime,pooling,split,dim
0.7718631178707225,0.6374063037636429,0.7696767815052314,0.7718631178707225,0.7667936042369567,0.6193930141356612,0.6374063037636429,0.6225523324708238,0.7222042268982433,0.7213753487222346,0.8131624160646758,True,0.5191894141025841,0.0034478390589356422,DT,dedup,Murmur2Vec,m2v_full,-,3,27235
0.7782002534854245,0.614329324080583,0.7681813685730428,0.7782002534854245,0.7690977167651873,0.6167296333601011,0.614329324080583,0.6075642094525834,0.7289790352024155,0.7282827944906791,0.8017382568462736,True,0.5192870181053877,0.0035894359461963177,DT,dedup,Murmur2Vec,m2v_full,-,4,27235
0.7997465145754119,0.6725858225315718,0.7923175246504847,0.7997465145754119,0.7894780784375466,0.7093106041577216,0.6725858225315718,0.6721814977610944,0.7552228301487466,0.7543107271032348,0.9740147124231779,True,141.04536714497954,0.01447162707336247,LR,dedup,Murmur2Vec,m2v_trunc,-,0,23665
0.7782002534854245,0.6515179087332856,0.7648135459942609,0.7782002534854245,0.7697079437638853,0.6580213321685382,0.6515179087332856,0.6508406629007142,0.7279221608412005,0.727632100650369,0.9796121601574451,True,123.7983688279055,0.013764568138867617,LR,dedup,Murmur2Vec,m2v_trunc,-,1,23665
0.7921419518377694,0.6456751348477862,0.7872228392078708,0.7921419518377694,0.7838128426350064,0.7243714346616176,0.6456751348477862,0.6606117243738217,0.7459792042439388,0.7452147527975064,0.9686527173926675,True,140.43031997792423,0.014542258810251951,LR,dedup,Murmur2Vec,m2v_trunc,-,2,23665
0.7896070975918885,0.6372413755464187,0.7812618747036609,0.7896070975918885,0.783235119162426,0.6561535661487099,0.6372413755464187,0.6404645799133907,0.7424272921975048,0.7421035531795492,0.9755291934665333,True,159.2207343338523,0.013772082049399614,LR,dedup,Murmur2Vec,m2v_trunc,-,3,23665
0.7934093789607097,0.6691565352409469,0.7791055202849732,0.7934093789607097,0.7822836904521575,0.6881155703080837,0.6691565352409469,0.6649012898755912,0.7472939113223064,0.7467583485447273,0.9736689570693753,True,137.64183540898375,0.014242115896195173,LR,dedup,Murmur2Vec,m2v_trunc,-,4,23665
0.8111533586818758,0.6829897466777349,0.8043998567019542,0.8111533586818758,0.7968422713340682,0.7138552677736367,0.6829897466777349,0.673736924246851,0.7695012153060491,0.767958581867132,0.9751810053821903,True,0.48767481301911175,0.05798016604967415,RF,dedup,Murmur2Vec,m2v_trunc,-,0,23665
0.7743979721166033,0.6342715375398428,0.7687428992041452,0.7743979721166033,0.7688757543895808,0.646634439639355,0.6342715375398428,0.6348816981918205,0.7235609670567938,0.7230574464225148,0.9781720118140381,True,0.4465427710674703,0.057533918181434274,RF,dedup,Murmur2Vec,m2v_trunc,-,1,23665
0.7832699619771863,0.6235939169093667,0.7755349553034343,0.7832699619771863,0.7748633603025746,0.6895399272111568,0.6235939169093667,0.6314639398547292,0.7345220960464429,0.7341827516978188,0.9652453286539834,True,0.5233388999477029,0.04852872295305133,RF,dedup,Murmur2Vec,m2v_trunc,-,2,23665
0.7896070975918885,0.6264421098551982,0.7742550439331197,0.7896070975918885,0.7764271114372668,0.6441608746572022,0.6264421098551982,0.6249360345632027,0.7426373931110194,0.7415636333500396,0.9739107450389004,True,0.49837370100431144,0.04783800500445068,RF,dedup,Murmur2Vec,m2v_trunc,-,3,23665
0.7934093789607097,0.6446493085020254,0.7758550512520982,0.7934093789607097,0.7774225811467896,0.6439440304157336,0.6446493085020254,0.6335683061893893,0.7470882929082345,0.7460923849630117,0.9339471516467263,True,0.4758889840450138,0.04797932202927768,RF,dedup,Murmur2Vec,m2v_trunc,-,4,23665
0.7908745247148289,0.6896452377334922,0.7880227793577876,0.7908745247148289,0.7831350053051271,0.7173684933914135,0.6896452377334922,0.6872200085316184,0.7453942809004315,0.7442448459987977,0.8881585563664062,True,0.4711355799809098,0.0028275740332901478,DT,dedup,Murmur2Vec,m2v_trunc,-,0,23665
0.7642585551330798,0.6303740567336346,0.7671338427799529,0.7642585551330798,0.7633159464666674,0.6377545887020817,0.6303740567336346,0.6302368122540842,0.71242604372686,0.711614306684667,0.8908441008726821,True,0.43831943604163826,0.002866887953132391,DT,dedup,Murmur2Vec,m2v_trunc,-,1,23665
0.7743979721166033,0.6490415579153441,0.7760067030827489,0.7743979721166033,0.7708116262589131,0.6324281106148981,0.6490415579153441,0.6322560429611254,0.7247817616254211,0.7241621771315553,0.8774750649065827,True,0.44112252397462726,0.0028116940520703793,DT,dedup,Murmur2Vec,m2v_trunc,-,2,23665
0.7820025348542459,0.6427744010952927,0.7657542221630003,0.7820025348542459,0.7684545819054281,0.6203938510282736,0.6427744010952927,0.6235182338555404,0.7341280864874328,0.732919254658385,0.8893461024735045,True,0.4694612140301615,0.0027874980587512255,DT,dedup,Murmur2Vec,m2v_trunc,-,3,23665
0.7756653992395437,0.6090882527898392,0.7680578109978691,0.7756653992395437,0.767084924215894,0.6122284539155646,0.6090882527898392,0.600498491454223,0.7258289886088863,0.7251266083143233,0.8318332343019965,True,0.46731978887692094,0.0028225749265402555,DT,dedup,Murmur2Vec,m2v_trunc,-,4,23665
0.8585714285714285,0.6925559144554252,0.8523549539198476,0.8585714285714285,0.8431374605323008,0.7481705484054103,0.6925559144554252,0.6854604515601964,0.809291389637296,0.8074396168675115,0.9805904745046252,True,335.8499184111133,0.04753911797888577,LR,raw,Murmur2Vec,m2v_full,-,0,27235
0.861904761904762,0.7004733381976634,0.8544037483014353,0.861904761904762,0.8475582368301832,0.7566717891621315,0.7004733381976634,0.6993231918128276,0.8136461887993155,0.8120050662936814,0.9854205231148594,True,376.9611463889014,0.048731947084888816,LR,raw,Murmur2Vec,m2v_full,-,1,27235
0.8533333333333334,0.6687538586557081,0.8418382375725039,0.8533333333333334,0.8389681339442634,0.7119755419408402,0.6687538586557081,0.6711465137653025,0.8017408096779827,0.8002380589118596,0.9813519652967233,True,366.4423291319981,0.048891228158026934,LR,raw,Murmur2Vec,m2v_full,-,2,27235
