accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,variant,m,split,dim,arm,n_collapsed
0.7984790874524715,0.6792804758476455,0.7873593074333709,0.7984790874524715,0.7894565757801797,0.6767219974074016,0.6792804758476455,0.671589211206377,0.7535606256041797,0.7530948997626423,0.9720288499222414,True,77.82413364201784,0.013054721988737583,LR,dedup,FullSpectrum,2000,4,3492,baseline,
0.8162230671736375,0.6982645633109327,0.8171501810950657,0.8162230671736375,0.8006431042635435,0.7364963242988503,0.6982645633109327,0.6898195265348656,0.7766752620799332,0.7744589913789535,0.9774586652553189,True,0.23130017705261707,0.0487483519827947,RF,dedup,FullSpectrum,2000,0,3492,baseline,
0.8035487959442332,0.6872879278792179,0.7866705807724992,0.8035487959442332,0.7905103363150476,0.6865794873479883,0.6872879278792179,0.6803699227102094,0.7596324541886906,0.7587079793384027,0.9596506172951177,True,0.2236269440036267,0.04848711198428646,RF,dedup,FullSpectrum,2000,1,3492,baseline,
0.8035487959442332,0.6614348612005104,0.7960213492278023,0.8035487959442332,0.7921786455027333,0.7108013857681548,0.6614348612005104,0.6611323733798501,0.7599122633883006,0.7591020027065198,0.9430494383726252,True,0.23740336898481473,0.04835965303936973,RF,dedup,FullSpectrum,2000,2,3492,baseline,
0.8086185044359949,0.6555481102014888,0.799923678426189,0.8086185044359949,0.7993780338597763,0.6586979949687827,0.6555481102014888,0.6495832340548221,0.766116382890411,0.7652775752895145,0.958757618890467,True,0.2437220829888247,0.047861599014140666,RF,dedup,FullSpectrum,2000,3,3492,baseline,
0.7984790874524715,0.6617095650377973,0.7888607412823437,0.7984790874524715,0.7858047785481781,0.6526164645383937,0.6617095650377973,0.6445256720016889,0.7537795303196344,0.7528833331035203,0.9510097075934104,True,0.23571094602812082,0.04866228002356365,RF,dedup,FullSpectrum,2000,4,3492,baseline,
0.7908745247148289,0.6828126524482827,0.7881463031541899,0.7908745247148289,0.7822040388271138,0.703744132781177,0.6828126524482827,0.6754948091257432,0.7457763770166624,0.7444597114535283,0.8362823640391529,True,0.5027106240158901,0.0021887519978918135,DT,dedup,FullSpectrum,2000,0,3492,baseline,
0.779467680608365,0.6484447388548576,0.7760768052631903,0.779467680608365,0.7762847114000568,0.6454944447166047,0.6484447388548576,0.6428263087217673,0.7300916522765757,0.7298163232773296,0.818822823678495,True,0.46015722496667877,0.0021514829713851213,DT,dedup,FullSpectrum,2000,1,3492,baseline,
0.779467680608365,0.6682058437725744,0.7820887839875553,0.779467680608365,0.7786065370938708,0.6763346930756966,0.6682058437725744,0.6673460499909193,0.7307258551477717,0.730224076370289,0.828721849614727,True,0.4884183129761368,0.0021594480494968593,DT,dedup,FullSpectrum,2000,2,3492,baseline,
0.770595690747782,0.6330812275786621,0.7693061361699246,0.770595690747782,0.7664258540616101,0.6316698944577417,0.6330812275786621,0.6249332971209594,0.7200248060595763,0.7195325050767702,0.8109621939239715,True,0.4860106989508495,0.002165700017940253,DT,dedup,FullSpectrum,2000,3,3492,baseline,
0.7845373891001267,0.6391193889217429,0.7764456610658488,0.7845373891001267,0.7765972610805305,0.6232820734150707,0.6391193889217429,0.6245017174154364,0.7373172383194526,0.7366933251669592,0.814315420744397,True,0.4859092989936471,0.002255027007777244,DT,dedup,FullSpectrum,2000,4,3492,baseline,
0.6070975918884665,0.4920749340411209,0.5529115791508861,0.6070975918884665,0.5703869377074874,0.525992405982905,0.4920749340411209,0.5032645355986652,0.4994117103080371,0.49087343961732754,0.8661158520274053,True,65.6882298149867,0.00938619498629123,LR,dedup,Murmur2Vec,2000,0,2000,collapse_discriminative,200.0
0.5716096324461344,0.4648420075978535,0.5267434452564491,0.5716096324461344,0.5337330508169025,0.5141831170371879,0.4648420075978535,0.478614500641523,0.45143053895006496,0.44203533805483775,0.8481590430147684,True,0.46266815200215206,0.04879900603555143,RF,dedup,Murmur2Vec,2000,0,2000,collapse_discriminative,200.0
0.4866920152091255,0.41905983532488206,0.47264972677826744,0.4866920152091255,0.4741509536716664,0.46624135683548995,0.41905983532488206,0.42808536474554065,0.36420227189454973,0.3634320820907564,0.7148609343967359,True,1.1109879600116983,0.0019092389848083258,DT,dedup,Murmur2Vec,2000,0,2000,collapse_discriminative,200.0
0.7984790874524715,0.6689075106310687,0.7946017145841627,0.7984790874524715,0.7909760996991188,0.7164363582051035,0.6689075106310687,0.674558769839656,0.7534061339346686,0.7528239320483039,0.9695201964282423,True,66.0267572759767,0.009637545968871564,LR,dedup,Murmur2Vec,2000,0,2000,collapse_control,200.0
